userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,sentiment
Adi Firdaus,gak kebuka,1,0,2.24.18.80,2024-09-25 02:07:15,,Negatif
Tri Handayani,mm,2,0,2.24.17.79,2024-09-25 02:05:48,,Negatif
Alex Sanjaya,membantu,5,0,2.20.195.17,2024-09-25 02:03:52,,Positif
Acik Angah,keren,5,0,2.24.16.76,2024-09-25 02:03:10,,Positif
Fefasya Id,mantap,5,0,,2024-09-25 02:01:56,,Positif
iqbal Ponti,sang at bagus,5,0,2.24.18.80,2024-09-25 02:01:55,,Positif
SAPRUDDIN,memuaskan terimakasih,5,0,2.23.23.78,2024-09-25 02:01:47,,Positif
urmen Wijaya,bagus,5,0,2.24.19.82,2024-09-25 02:01:14,,Positif
rasta rahmadhan,whatsapp mempersulit penggunanya spam kerja whatsapp terpercaya berkerja whatsapp,1,0,2.24.18.80,2024-09-25 02:01:05,,Negatif
Ahmad Saputra,bagus kda d instal,5,0,2.24.13.77,2024-09-25 02:01:05,,Positif
obrax abrix,bagus,4,0,,2024-09-25 01:59:15,,Positif
adhi saikar,kerja sawit,1,0,2.24.14.81,2024-09-25 01:57:25,,Negatif
Fajar Solihin,kontak nama hp hilang aneh banget,1,0,2.24.18.80,2024-09-25 01:57:25,,Negatif
Babi berwajah Laknat,mntap,1,0,2.24.11.79,2024-09-25 01:56:30,,Negatif
Ichi Chania,optimal,5,0,2.24.13.77,2024-09-25 01:55:52,,Positif
David Yuli18,whatsapp messenger update love status teman,2,0,2.24.19.82,2024-09-25 01:55:33,,Negatif
Maz Adit,menarik,5,0,2.24.16.76,2024-09-25 01:55:32,,Positif
Mimi Mariamah,knp updt trus si memo nya kaga muat sumpah beli hp llagi,1,0,2.24.13.77,2024-09-25 01:55:12,,Negatif
Istono Nit,good,5,0,,2024-09-25 01:54:53,,Positif
Rabbani Alesha,aplikasi membantu berkomunikasi trimakasih watsap,5,0,2.24.13.77,2024-09-25 01:54:33,,Positif
Wawan Vicky,ğŸ‘,5,0,2.24.18.80,2024-09-25 01:54:02,,Positif
Damin 567,membantu,5,0,2.24.18.80,2024-09-25 01:53:59,,Positif
Ilis Lisna,suka saran aplikasi tolong fitur love d pinggir sw fiturnya update menambah bintang nyğŸ™ğŸ»ğŸ¥°,3,0,2.24.18.80,2024-09-25 01:52:21,,Netral
Ria Sri Rachman,chat kali hilang tibatiba chat mengulang,2,0,,2024-09-25 01:52:08,,Negatif
Suyudi Aja,sd g xx tz xx s ss ddr xx xx dewe cc sw,1,0,2.24.18.80,2024-09-25 01:51:16,,Negatif
Suciati Lestari,bagus,5,0,2.24.13.77,2024-09-25 01:50:02,,Positif
rifariyanto 09,kokpunya wa nya gak fitur like story nga ya,3,0,2.24.20.19,2024-09-25 01:49:50,,Netral
Suparman BP,tlong dibantu wa memanggil nomor menelpon via panggilan wa otomatis tertolak muncul panggilannya layar hp cek pengaturan bermasalah,1,0,2.24.18.80,2024-09-25 01:49:10,,Negatif
Dede Roman,whatsapp fitur like mohon tindakan nya min trimkasi,4,0,2.24.19.82,2024-09-25 01:49:09,,Positif
KMK Chanell,mantap,5,0,2.24.13.77,2024-09-25 01:49:03,,Positif
Lena Lestari,praktis mudahh cepat,4,0,,2024-09-25 01:48:46,,Positif
Pak Telang,hy salken dr abdulla raiz,1,0,2.24.8.85,2024-09-25 01:48:14,,Negatif
Wahyu Way,mintak aplikasi whsaapp instal nama sari,5,0,,2024-09-25 01:47:22,,Positif
Endang Sugiarto,mantap,5,0,2.24.18.80,2024-09-25 01:46:35,,Positif
koko komarudin,pembaruan status saluran pengguna wa status status saluran posisi penempatannya terbalik nyaman status saluran arah samping,4,0,2.24.11.79,2024-09-25 01:45:49,,Positif
Ahmad Danial,memuaskan,3,0,2.24.13.77,2024-09-25 01:45:07,,Netral
Supolo margpyoso Margoyoso,merbot,5,0,2.24.17.79,2024-09-25 01:44:31,,Positif
teknisi ac purwokerto (ugie ac),susah updatenya hp ku yg jadul yaa ğŸ˜Š,5,0,2.24.18.80,2024-09-25 01:43:34,,Positif
Edi Gunawan,suka,5,0,2.24.13.77,2024-09-25 01:42:52,,Positif
Raditya Agung,membantu berkomunikasi mudah,5,0,2.24.18.80,2024-09-25 01:42:43,,Positif
Laila Ramdani,suka banget pake aplikasi gak ribet gampang aturan terimakasih aplikasi,5,0,2.24.13.77,2024-09-25 01:41:56,,Positif
Yunita ta,knp sya aplikasi blokir sangatt jelekkk sekaliii download jlkk sekli,1,0,2.24.19.82,2024-09-25 01:41:15,,Negatif
Viki Adriansyah,bagus ngeleg,5,0,2.24.18.80,2024-09-25 01:41:09,,Positif
Selviana Bonggoibo,kesulitan mendengar suara penelepon vc hp amanaman,3,0,2.24.18.80,2024-09-25 01:40:05,,Netral
keisha Keyra,top,5,0,2.24.18.80,2024-09-25 01:40:00,,Positif
Danu Pratama,dancok i guoblok to raimu pekok poll cokkk cokkkk goblok,1,0,2.24.18.80,2024-09-25 01:39:55,,Negatif
Putri Oki,klapa muda murni karangduren sokaraja rt rw,5,0,,2024-09-25 01:39:02,,Positif
Maclaren 720,hallo kk aplikasi whatsapp tolong kali mengulangi lagih kalo mengunakan whassap spam tolong gunain lagih whatsapp mengulangin lagih kayak spam jujur maaf ğŸ™ğŸ»ğŸ™ğŸ»ğŸ˜­ğŸ˜­ğŸ˜­ğŸ™ğŸ»ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­ğŸ™ğŸ»ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­,5,0,2.24.18.80,2024-09-25 01:38:58,,Positif
Jusmaini,wahabtidak nisa,5,0,2.24.13.77,2024-09-25 01:38:49,,Positif
Faisal Hidayat,,5,0,,2024-09-25 01:38:46,,Positif
Bayu Bayu,mohon whatsapp memperbaiki whatsapp update,2,0,2.24.18.80,2024-09-25 01:37:29,,Negatif
Nizar Nini,keren,5,0,2.24.13.77,2024-09-25 01:35:29,,Positif
Yori Azka,top bnget deh dngan apk jdi memudhkan berkomunikasi,5,0,2.24.16.76,2024-09-25 01:34:02,,Positif
PUSKESMAS MOJOPANGGUNG,okclear sip,4,0,2.23.25.83,2024-09-25 01:33:39,,Positif
rosidin udin,alhamdulilah,5,0,2.24.18.80,2024-09-25 01:33:14,,Positif
arya family channel,bug,1,0,2.24.18.80,2024-09-25 01:32:56,,Negatif
Ririn Elizabeth,,5,0,2.24.18.80,2024-09-25 01:32:49,,Positif
Kar Jo,membatu,5,0,2.24.18.80,2024-09-25 01:32:22,,Positif
Sunar Ti,bagus,5,0,2.24.18.80,2024-09-25 01:32:22,,Positif
Suparto Ato,senang bergabung,5,0,2.24.13.77,2024-09-25 01:32:08,,Positif
Djava channel,eror perbaharui,1,0,2.24.18.80,2024-09-25 01:31:45,,Negatif
Yap Afun,knp whatsapp skrg kluar sndri pdhl sdh terdaftar lwt goggle,1,0,2.24.18.80,2024-09-25 01:30:54,,Negatif
Gabriel Papua,mantap,5,0,2.24.13.77,2024-09-25 01:30:18,,Positif
Annisa Nisa,iyo bagus,5,0,2.24.18.80,2024-09-25 01:30:14,,Positif
Kakung Dipo,rumit ribet dok hilang,2,0,2.24.18.80,2024-09-25 01:27:59,,Negatif
Yusup Kicahyono,mantap,5,0,2.24.18.80,2024-09-25 01:27:32,,Positif
Fakhira Fakhira,,3,0,2.24.18.80,2024-09-25 01:26:10,,Netral
Andre,nyaman rapih,5,0,2.24.18.80,2024-09-25 01:24:32,,Positif
Haris Sanjaya,ajg semenjak update gangguan benerin jukiberg guwoblog,1,0,2.24.18.80,2024-09-25 01:22:51,,Negatif
Alfi dian,mntap,5,0,2.24.18.80,2024-09-25 01:22:21,,Positif
Idoy Idoy,bgus,5,0,2.24.19.82,2024-09-25 01:22:20,,Positif
Ani Setiawati,alhamdulillah suka akun,5,0,2.24.18.80,2024-09-25 01:20:20,,Positif
Benediktus Dimi,aplikasi terbaik,5,0,2.24.18.80,2024-09-25 01:19:04,,Positif
aep muhamad,ok,4,0,2.24.18.80,2024-09-25 01:19:03,,Positif
Aulia lp Lp,erorr dibuka apknya dibuka lgsg,1,1,2.24.18.80,2024-09-25 01:18:51,,Negatif
Soni Setiawan,sipppp,5,0,2.24.18.80,2024-09-25 01:16:17,,Positif
Restu Restu bagaswara,okey,5,0,2.24.13.77,2024-09-25 01:15:28,,Positif
della debora,whatsapp versi,1,0,2.24.19.82,2024-09-25 01:15:19,,Negatif
Yasirrr Aja,gajelas whatsapp terkena banned tibatiba alasan spam sungguh,1,0,2.24.18.80,2024-09-25 01:13:36,,Negatif
Edi Susanto,whatsapp main blokir blokir aja pemberitahuan pengguna sesuai gmail kecawa bangtğŸ˜”ğŸ˜”,1,1,2.24.18.80,2024-09-25 01:13:09,,Negatif
Solikul Hadi12,jos,5,0,2.24.12.78,2024-09-25 01:12:59,,Positif
Eko Saputro,menyenangkan,5,0,2.24.13.77,2024-09-25 01:10:28,,Positif
Riky Jekson,wa virall nama riky alamat jalan rawa kuning gang inpres rtrw norumah b kelurahan pulo gebang kecamatan cakung jakarta timur karna keluarga mantan presiden soeharto soekarno yg negara indonesia merebut negaranegara negeri contoh nya negara uni eropauni stated americabelanda negara nya karna indonesia orang yg daftar buku hitam internasional teroris tdk tau nya keluarga asli negeri negara negeri kecuali indon,5,0,2.24.18.80,2024-09-25 01:10:22,,Positif
Rafi Arya,bagus baget,5,0,2.24.12.78,2024-09-25 01:09:27,,Positif
mas rahmat 27 (sie boyy),aplikasinya bagusss bangethanya bintang yg berbicara,5,0,2.22.24.78,2024-09-25 01:07:51,,Positif
Asriyanto Asriyanto,bagus komunikasi berkirim kirim pesan foto fideo,5,0,2.24.13.77,2024-09-25 01:07:19,,Positif
Ahmad Yasin,bgus aplikasi nya suka,5,0,2.24.17.79,2024-09-25 01:06:54,,Positif
Riansilitong Riansilitonga,bagus,5,0,2.24.17.79,2024-09-25 01:06:44,,Positif
Khoiryl Krishna,apdet apk taik pemborosan kali,1,1,2.24.13.77,2024-09-25 01:05:42,,Negatif
Aswin Win,bagus,5,0,2.24.18.80,2024-09-25 01:03:15,,Positif
Kasih 321,bagus,5,0,2.24.18.80,2024-09-25 01:03:05,,Positif
Wardi S,aja kena spam teruss gk melalukan,1,1,2.24.18.80,2024-09-25 01:02:02,,Negatif
Ni Wayan Megasari,wa ku notifnya nggak adağŸ˜Œ wa masuk ngga notifikasi buka bnyak wa masuk udah seting notifikasi tetep aja heran,3,0,2.24.18.80,2024-09-25 00:58:28,,Netral
Adytia Fitrah,keren sih,5,0,,2024-09-25 00:58:21,,Positif
Roy Bekasi,mohon bantuannya whatsapp kena spam melanggar ketentuan,5,0,2.24.18.80,2024-09-25 00:58:08,,Positif
Painah Painah,mbak lna lna,1,0,,2024-09-25 00:57:49,,Negatif
Iwan,wa diblokir kerja,1,0,2.24.14.81,2024-09-25 00:57:40,,Negatif
khairuddin official,update buruuuuuuuuuuuuukkkkkk story gk berturan,1,0,2.24.18.80,2024-09-25 00:56:38,,Negatif
Randi rianto,mantap,5,0,2.24.18.80,2024-09-25 00:56:17,,Positif
Syaeful Pata,very good,5,0,2.24.19.80,2024-09-25 00:56:12,,Positif
Ni Wayan Yuyut Wirati,good,5,0,2.24.18.80,2024-09-25 00:53:55,,Positif
Verdy ambivert,ampir minggu wa eror truspeninjauan terussudah sya laporkan berkali spam pelanggaran whatsaptpi bgtutidak titik terang laporan,1,0,2.24.18.80,2024-09-25 00:53:29,,Negatif
Wahyu Wulandari,suruh update gak muter,4,0,2.24.13.77,2024-09-25 00:53:14,,Positif
Renaldi Prasetyo97,kaya sih wa update kirim foto gak sesuai urutan dipilih terganggu pekerjaan kirim laporan foto via wa tolong diperbaiki,2,0,2.24.18.80,2024-09-25 00:51:09,,Negatif
Ratman Fakir,bagus,5,0,2.24.18.80,2024-09-25 00:51:06,,Positif
Hazel Rianda,bagus,5,0,2.24.13.77,2024-09-25 00:50:55,,Positif
Rangga Aditya,bagua,5,0,2.24.18.80,2024-09-25 00:49:53,,Positif
Iwan Jasmani,wa sy erorkenapa ya,5,0,2.24.18.80,2024-09-25 00:47:40,,Positif
Malika Abidin,bagusss,5,0,2.24.18.80,2024-09-25 00:47:07,,Positif
Ulfa Ira,salahku,1,0,2.24.18.80,2024-09-25 00:46:15,,Negatif
Ahmad Dani,yatem,5,0,2.24.18.80,2024-09-25 00:46:06,,Positif
Rosinah Ros,membantu,5,0,,2024-09-25 00:45:34,,Positif
Saepul Saepul,wa aneh udh trus aja nuduh kalo akun nya mengunakan spam pdhal ngak spam apaapa trus aja tinjau mlah kesel mhon perbaiki sya apaapa,1,0,2.24.18.80,2024-09-25 00:44:50,,Negatif
Anindita Kesya,,5,0,2.24.13.77,2024-09-25 00:43:56,,Positif
Zaenal Abidin,nambah pengetahuan wawasan,5,0,2.24.18.80,2024-09-25 00:43:45,,Positif
Nenti Mekarwangi,bagus,5,0,,2024-09-25 00:43:14,,Positif
Evi Murniningsih,apk jelek update trs mlah ga update,1,1,,2024-09-25 00:41:50,,Negatif
Raziq Zalfi,ğŸ™ğŸ‘,5,0,2.24.13.77,2024-09-25 00:41:40,,Positif
Budi Ogut,wascap,5,0,2.24.18.80,2024-09-25 00:40:45,,Positif
M Thahir,i y y gg v c l uc kh kk u u ggyk k jjft t r u bu bu hppnh ff t ooo,4,0,2.24.10.85,2024-09-25 00:39:32,,Positif
Mohamad Nurkolis,akun wa ngak masuk nomerku udah whatsapp ngak kayak akunku kemaren blokir tolong kembalikan akun,1,0,2.24.18.80,2024-09-25 00:38:28,,Negatif
Endah Endah,apk bngsat,1,0,2.24.13.77,2024-09-25 00:36:41,,Negatif
Arifelani29 Uyeee.,ga whatsappsaya kesalahan apapun tibakena spamtolong perbaiki kaya gitumending whatsapp,1,0,2.24.15.78,2024-09-25 00:35:52,,Negatif
M.Aufal Marom,tolong kasih fitur anti spamaku diserang virtex,5,0,2.24.18.80,2024-09-25 00:34:44,,Positif
Dede Tini,kalo yg bikin sw terbaru ga sesuai urutan nya ngacak kek aneh aja gtuu ga kaya nya tolong perbaikiğŸ™,3,0,2.24.18.80,2024-09-25 00:34:22,,Netral
Anak Koretan,terganggu komen ruang penuh,3,0,2.24.16.76,2024-09-25 00:34:21,,Netral
Abdulrachman,akun diblokir gara laporan yg memfitnah memblokir nomor orang spam dikehidupan akun dikirimi virus mohon team whatsapp tolong direfisi ulang keputusan yg adil terimakasih,1,0,2.24.18.80,2024-09-25 00:33:41,,Negatif
Titik Kusnadi,bagus,3,0,2.24.13.77,2024-09-25 00:32:32,,Netral
Sance Ndaong Ndaong,membantu komunikasi mengirim pesan mudah cepat dimana vidio cal chat pribadi nya membantu,5,0,2.24.10.79,2024-09-25 00:30:21,,Positif
emen emenan,berkerja ikhlas hati,3,0,2.21.12.21,2024-09-25 00:29:52,,Netral
Rizka Zulkarnain,puas sekli,5,0,2.24.13.77,2024-09-25 00:28:30,,Positif
Radit Pratama,bagus,5,0,2.24.18.80,2024-09-25 00:27:56,,Positif
Samsul Ripaan,membantu berbagi ceria cerita berita alhammdulillah,5,0,2.24.18.80,2024-09-25 00:27:33,,Positif
Mansures Sawallokek,,4,0,2.24.18.80,2024-09-25 00:27:08,,Positif
Pkm Vvhj,bantu aktifkan wa,5,0,2.24.19.82,2024-09-25 00:26:41,,Positif
Muhammad Darsan,keren,3,0,,2024-09-25 00:26:03,,Netral
Ana Bongiovi,statusnya acakan gak urut,1,0,2.19.341,2024-09-25 00:25:29,,Negatif
Ardi ansyah,whatsappmessengerÃ ,5,0,2.24.13.77,2024-09-25 00:25:04,,Positif
Jokang Jokang,memuaskan,4,0,2.24.13.77,2024-09-25 00:24:52,,Positif
Sakamaki Izayoi,wa jlk bgsan yg dlu,2,0,2.24.13.77,2024-09-25 00:21:55,,Negatif
Notogpintu,whatsapp gk,2,0,2.24.13.77,2024-09-25 00:21:31,,Negatif
Ramona Ramona,bagus,5,0,2.24.18.80,2024-09-25 00:21:25,,Positif
Zamzammaulana2562,apdet terusminimal ngapdet apk nya,1,0,2.24.13.77,2024-09-25 00:21:14,,Negatif
Ustad Yani abdullah,watsap kabar,1,0,2.24.13.77,2024-09-25 00:19:57,,Negatif
Kucir Kucir,,3,0,2.24.18.80,2024-09-25 00:16:51,,Netral
Hery,bagus,5,0,2.24.13.77,2024-09-25 00:15:29,,Positif
Pakde Palembang,berkomunikasi baikuntuk berjarak,5,0,2.24.18.80,2024-09-25 00:14:03,,Positif
Jetty Tula,keren,5,0,2.24.8.85,2024-09-25 00:13:45,,Positif
kiya Endut,bagus seru menyenangkan ğŸ˜ŠğŸ˜Šâ˜º,5,0,2.24.13.77,2024-09-25 00:12:55,,Positif
Nini nini,blm fitur like nya ğŸ˜ foto profil hilang hilang aduh knp yahhh,4,0,2.24.18.80,2024-09-25 00:11:36,,Positif
Ayu Erwin,stelah update status wa berantakan,1,0,2.24.18.80,2024-09-25 00:10:45,,Negatif
Iwn Stywn (Iwnstywn),ganti hp ga verifikasi hp ga kodenya kocak pulihkan chat ga lawak ni developernya,1,0,2.24.18.80,2024-09-25 00:09:23,,Negatif
Leny Messakh,versi,5,0,2.23.23.78,2024-09-25 00:08:40,,Positif
Anis huda79,klo bagus bintang nya klo bintang nya dikurangin,5,0,2.24.17.79,2024-09-25 00:06:56,,Positif
Dilen Beihuku,good,5,0,2.24.18.80,2024-09-25 00:06:32,,Positif
Salma Nur,tolong fitur semat chat wa dikasih opsi semat plis,3,0,2.24.19.82,2024-09-25 00:06:29,,Netral
Hidayatul Alim,buka wa,5,0,2.24.13.77,2024-09-25 00:05:41,,Positif
Nasarah Sarah,suka aplikasinya wanya nelponnya,5,0,,2024-09-25 00:05:28,,Positif
Raudatull Zannah07,banget updateğŸ˜ğŸ˜,3,0,2.24.13.77,2024-09-25 00:04:27,,Netral
Randy Alfian putra,memakai akun sayadan disalah admin slotbanyak didata kontak pentingnamun direspon admin whatapp,1,0,2.24.16.76,2024-09-25 00:04:08,,Negatif
Nurhayati Batubara,wa,5,0,,2024-09-25 00:03:57,,Positif
ALL Random,akun kena spam kerja tolong kerja samanya,1,1,2.24.18.80,2024-09-25 00:03:10,,Negatif
Kevin Setiawan,story wa berantakan,2,0,2.24.18.80,2024-09-25 00:01:12,,Negatif
Srika Airilliyah,bagus apk nya fitur baruğŸ’—ğŸ’—ğŸ’—ğŸ’—,5,0,2.24.1.78,2024-09-25 00:00:05,,Positif
Robiatul adawiyah,bagus aplikasi trims whatsapp,5,0,,2024-09-24 23:59:48,,Positif
Budak-sekolah (EpyRantau606p),epyrantaup,5,0,2.24.18.80,2024-09-24 23:59:23,,Positif
Putra Rahayu,memudahkan komunikasi,5,0,2.21.4.22,2024-09-24 23:58:41,,Positif
miftah junior,menyenangkan,4,0,,2024-09-24 23:57:25,,Positif
Riidwan mamang,bagus,5,0,2.23.25.83,2024-09-24 23:54:24,,Positif
Salvador Guterres,whatssap top hellou sou novo do grupu whatsapp,5,0,2.24.18.80,2024-09-24 23:53:57,,Positif
Marman Aza,menghilangkan aplikasi,5,0,2.24.13.77,2024-09-24 23:53:28,,Positif
Ahmad Priyadi,maaf kasih bintang wa spam kali udah ganti no spam salah spampas liat notifikasi maaf kartu menerima pesan wa spamterus menunggu memulihkan selam jamtolong kaya gini udah kali ganti no wa,2,0,2.23.25.78,2024-09-24 23:53:20,,Negatif
Allie Ariesboy,selagi status saluran bintang tolong hilangkan fitur saluran,1,1,2.21.16.20,2024-09-24 23:52:50,,Negatif
R The jahat,bagus,5,0,2.24.13.77,2024-09-24 23:52:45,,Positif
Dindana,aplikasinya bagusss,5,0,2.24.19.80,2024-09-24 23:52:36,,Positif
Yohanes Paulus,semoga bagus,2,0,,2024-09-24 23:52:04,,Negatif
T Mahmud,bagus mengirim pesan,1,0,2.24.13.77,2024-09-24 23:49:35,,Negatif
Alvin Immanuel,gw pas masuk wa sih tolong dibenerin ya,2,0,2.24.18.80,2024-09-24 23:49:08,,Negatif
Bishry Herdiana,,4,0,,2024-09-24 23:47:51,,Positif
Ferry Armond,kerennn,5,0,2.24.18.80,2024-09-24 23:45:05,,Positif
Krenzi Al,ok,5,0,2.24.18.80,2024-09-24 23:44:02,,Positif
opie,oke,4,0,,2024-09-24 23:43:06,,Positif
Muji Ra,bagus,5,0,2.24.13.77,2024-09-24 23:43:01,,Positif
Appienolose,udah make wa resmi peringatan kesini bugnya kga,1,1,2.24.13.77,2024-09-24 23:42:25,,Negatif
Rudi Aryon,whatsapp canggih,5,0,2.24.13.77,2024-09-24 23:41:15,,Positif
Ujang Bayoe,mantul,5,0,2.24.13.77,2024-09-24 23:37:26,,Positif
Rio Fwwz,terblokir,1,1,2.24.18.80,2024-09-24 23:37:21,,Negatif
Nia Sania,knp wa tidal karna spam pdahal ga kirimin aneh,1,1,2.24.18.80,2024-09-24 23:36:56,,Negatif
Dhanone Ask,bagus,4,0,2.19.115,2024-09-24 23:34:10,,Positif
Naipos Nai,bagus,5,0,2.24.18.80,2024-09-24 23:33:08,,Positif
Delvira Ceunfin,,5,0,2.24.18.80,2024-09-24 23:32:58,,Positif
Dui Prasetia,sinyal bagus,5,0,2.24.13.77,2024-09-24 23:31:43,,Positif
Iping Salpi,ok,5,0,2.24.11.79,2024-09-24 23:31:41,,Positif
Adao Salsinha Soares,trima kasih bainak,5,0,2.24.18.80,2024-09-24 23:31:39,,Positif
