userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,sentiment
Liana putri,tolong diperbaikin wa diapain udah keblok wa pribadi lho tolong whatsapp terhormat buka blokiran whatsapp diblokir mulu,2,0,2.24.18.80,2024-09-24 23:30:58,,Negatif
Erwin Sitepu,baikkk,5,0,2.24.18.80,2024-09-24 23:30:10,,Positif
gusti frasasti,bug update force close balas status,5,0,2.24.19.82,2024-09-24 23:28:07,,Positif
Riski dwi yulianto,kena spam,3,0,,2024-09-24 23:26:34,,Netral
Dede Supriadi,membantu berkomunikasi negara,5,0,2.24.18.80,2024-09-24 23:25:33,,Positif
Almer Farlen,nice app but please release whatsapp lite because my phone memories is full,5,0,2.24.18.80,2024-09-24 23:24:32,,Positif
Muhamad Sauki,tlfon putus buruk,2,0,,2024-09-24 23:24:10,,Negatif
Prasetiyawan,nomor blokir,1,0,2.24.19.82,2024-09-24 23:23:37,,Negatif
Sarekat Sup,jos,5,0,2.24.13.77,2024-09-24 23:22:24,,Positif
TitikRara86 TitikRara86,blokir penyadapan,5,0,2.24.18.80,2024-09-24 23:21:37,,Positif
Andiwardana Baktiar,termahkasih whatsap,5,0,2.24.18.80,2024-09-24 23:21:11,,Positif
Luffy Luffyuu,pelanggan wa buka spam tolong donggg,1,1,2.24.18.80,2024-09-24 23:20:43,,Negatif
Eva Elfie,belajar bisnis,5,0,2.24.16.76,2024-09-24 23:19:59,,Positif
Jefri Azwar,asik spam z donload apk resmi,1,0,2.24.18.80,2024-09-24 23:19:26,,Negatif
Sadinyah,bagusss,5,0,2.24.18.80,2024-09-24 23:19:25,,Positif
Rizki Dea Ananda,tolong gausa update,1,0,2.24.13.77,2024-09-24 23:19:07,,Negatif
Izzal Akbar,menghapus pesan aneh whatsapp,1,0,2.24.19.82,2024-09-24 23:18:40,,Negatif
Abdul Rahman,better than nothing,5,0,2.24.18.80,2024-09-24 23:18:00,,Positif
Wida Yanti,apasih wa ngeleg gitu update kalo pakek wifi apk nya kalo notifikasi gak suara notifikasi layar nya gak muncul gak dh pakek wa mending pakek wa buisnis aja deh wa bikin pusing aja status jamnya gk berurutan mls liat deh main wa klo ngeleg gini gk seruuu bgt dah,1,0,2.23.3.77,2024-09-24 23:16:59,,Negatif
Haekal Haekal,download,5,0,2.24.13.77,2024-09-24 23:16:48,,Positif
tukiman tuki,dap,5,0,2.24.13.77,2024-09-24 23:15:11,,Positif
Ardi Harianto,bagus,5,0,,2024-09-24 23:14:56,,Positif
Sri Wahjuni,memudahkan berkomunikasi orang sanak saudara,5,0,2.24.18.80,2024-09-24 23:14:50,,Positif
Saefudin Udin,wasaap,5,0,,2024-09-24 23:13:37,,Positif
Eva Lestari,wa keseringan update klo setahun aja,1,0,2.24.13.77,2024-09-24 23:11:37,,Negatif
Nhouna Ijah Enjhoys,lemmot,1,0,2.19.115,2024-09-24 23:11:25,,Negatif
Sueb Syafeiyah,mantappp manfaat,5,0,2.24.18.80,2024-09-24 23:10:31,,Positif
Syaiful Wardi,whatsapp angat membantu member i kemudahhan luarbiasa ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘,5,0,2.24.18.80,2024-09-24 23:06:34,,Positif
Samiran Rekind Samiran Rekind,bagus,4,0,2.24.13.77,2024-09-24 23:06:12,,Positif
Endi Saefudin,whatsapp bagus wa gb,5,0,2.24.17.79,2024-09-24 23:05:40,,Positif
Nur rihhadatul Aisy,tolong perbaruan ya vc latar terimakasih wa,4,0,2.24.18.80,2024-09-24 23:05:27,,Positif
Baron Hirota,tampa alasan jelasnomor tibatiba mengunakan whatsapp mematuhi ketentuan layanan whatsapp,1,0,2.24.18.80,2024-09-24 23:05:14,,Negatif
Fredy Irawan,ğŸ‘ğŸ‘berguna bgt pesan,4,0,2.24.13.77,2024-09-24 23:04:24,,Positif
Sisca Yanti,enak pake whatsapp aman,5,0,2.24.18.80,2024-09-24 23:03:35,,Positif
Andi Imho,nomor masuk diwhatsaap,1,0,,2024-09-24 23:02:28,,Negatif
Tasya Nurmala,ayo,5,0,2.24.13.77,2024-09-24 23:02:15,,Positif
Maz Djaweir,akun wa kena spam bolak d benerin lum masuk lg tolong normalin,2,0,2.24.18.80,2024-09-24 22:58:28,,Negatif
Dewanti Dewanti,mantap,5,0,2.24.13.77,2024-09-24 22:58:27,,Positif
Hery Tamtyo,membantu hubungan,5,0,2.24.18.80,2024-09-24 22:57:51,,Positif
Harry Pramono,menelepon langsung berdering stts nya memanggil dipancing chat,2,0,2.24.18.80,2024-09-24 22:57:10,,Negatif
dian gaming,ğŸ˜¹ğŸ˜¹,5,0,2.24.13.77,2024-09-24 22:57:08,,Positif
Heriyati Titik,aplikasi yg sngt membantu,5,0,2.24.13.77,2024-09-24 22:56:57,,Positif
Herman,ganggu data hpdata,5,0,2.24.10.79,2024-09-24 22:56:45,,Positif
Anam Nur,saluran judi sih block yg kya gtu bikin males aja,1,0,2.24.18.80,2024-09-24 22:56:27,,Negatif
Haji Benni,wa membantu bagus jelassemoga dukses,5,0,2.24.17.79,2024-09-24 22:56:27,,Positif
Dede Firman,tuk komunikasi butuh,2,0,2.24.18.80,2024-09-24 22:55:34,,Negatif
Samsul Hadi,membantu bagus aplikasinya,5,0,2.24.18.80,2024-09-24 22:53:54,,Positif
Pandu Arief triwijaya,tolong whatsapp adain repostposting ulang biar enak gitu tong ya whatsapp,5,0,2.24.18.80,2024-09-24 22:53:46,,Positif
Amah Salamah,ya cettan temen keluarga,5,0,2.24.14.81,2024-09-24 22:51:17,,Positif
ekolep 094bf,watshap mudah terpercaya,1,0,2.24.16.76,2024-09-24 22:51:11,,Negatif
Andi,ga ga login udah pake wa ori,1,0,2.24.18.80,2024-09-24 22:51:01,,Negatif
Japen Nakar,cakap,5,0,,2024-09-24 22:48:54,,Positif
sixx ndaa,waoooooooo,5,0,2.24.18.80,2024-09-24 22:48:34,,Positif
Mamat Matsani,mengaktifkan kartu axis whatsappmessenger,5,0,2.24.10.85,2024-09-24 22:48:04,,Positif
Lalan Maulani,seru banget yaa whatsapp chat tan temen orang tua kalo kemana pokok nya baguuuusssssss,5,0,2.24.13.77,2024-09-24 22:47:02,,Positif
Betung Abab,ğŸ˜€,5,0,2.24.13.77,2024-09-24 22:46:09,,Positif
Aisyah Isah,mantul,5,0,2.24.13.77,2024-09-24 22:44:51,,Positif
Lulu Apriliani,aplikasi bagus,5,0,2.24.18.80,2024-09-24 22:44:13,,Positif
Handoko Iko,mudah nya diskon nya trima kasih,5,0,,2024-09-24 22:44:09,,Positif
Boy Chalem,whats shap,5,0,,2024-09-24 22:41:48,,Positif
Muh Lutfi,apk konyol album sekolah ya allah amin makasih aja,3,0,2.24.13.77,2024-09-24 22:41:37,,Netral
Mestika Nomleni,sanggat bgusğŸ˜‡,5,0,2.24.13.77,2024-09-24 22:40:46,,Positif
Rafifah,what up buka,5,0,2.24.18.80,2024-09-24 22:37:42,,Positif
Ragil Bagusari,bagus,5,0,,2024-09-24 22:36:49,,Positif
Ahmad Nurdin,ya membantu,4,0,2.24.18.80,2024-09-24 22:35:36,,Positif
Abdulriat Abdulriat,top,5,0,2.24.18.80,2024-09-24 22:32:48,,Positif
cah srati,mantap,5,0,,2024-09-24 22:32:24,,Positif
Sri yulianingsih Sri,membantutpi aga ngeleg,5,0,,2024-09-24 22:31:41,,Positif
Aena 13,gg bro,5,0,2.24.18.80,2024-09-24 22:31:23,,Positif
Ujang Sutaryana,bagus,5,0,,2024-09-24 22:31:12,,Positif
Tara Lianty,bagus,4,0,2.24.13.77,2024-09-24 22:27:56,,Positif
Nonirgg 2507,say sagat suka aplikasi iniğŸ’‹,5,0,,2024-09-24 22:27:43,,Positif
eldy riski,wa spam trus,4,0,2.24.18.80,2024-09-24 22:25:28,,Positif
VIAN TAI,mantapp,5,0,2.24.13.77,2024-09-24 22:25:22,,Positif
Barat Mengkuh bumi,bagus,5,0,2.24.18.80,2024-09-24 22:23:59,,Positif
Sulton Cemplon,aplikasimembantu,5,0,2.24.11.79,2024-09-24 22:23:09,,Positif
RUDOLF cristo Lanongbuka,update berguna,1,0,,2024-09-24 22:21:19,,Negatif
Yuniar Putri,mohon maaf tolong perbaiki whatsapp ngechat langsung kena blok kena blok tinjau menyusahkan orang donggg tolong perbaiki menutup rezeki orang maaf banget,1,0,2.24.18.80,2024-09-24 22:20:40,,Negatif
iniemailrahmah 2,ko blum yah banget menghapus permainan sukai banget adik sayağŸ˜­ğŸ˜­,1,0,,2024-09-24 22:20:01,,Negatif
EDI ROSYADI WIJAYA,good,4,0,2.24.18.80,2024-09-24 22:16:12,,Positif
Madi ikbal,mantap pokonya sip,5,0,2.24.18.80,2024-09-24 22:12:48,,Positif
Siti Maisaroh (Mai),membantu update informasi silaturrahmi jarak dekatlebih berinovasi stikter yg keren menarik acara kegiatan kalender,5,0,2.24.13.77,2024-09-24 22:10:25,,Positif
Rini yulianti,good,5,0,2.24.18.80,2024-09-24 22:07:58,,Positif
Nur Mufidah,bagus kerena pemakaian lacar karang ngelet buka story,5,0,2.24.13.77,2024-09-24 22:07:09,,Positif
Dinun Nadifah,aplikasi membantu komunikasi mantappp,5,0,2.24.13.77,2024-09-24 22:03:54,,Positif
Sri Asih,,4,0,2.24.13.77,2024-09-24 22:03:51,,Positif
Zeni Prasetyo putri,optimis,5,0,,2024-09-24 22:01:55,,Positif
Novita Mayangsari,memuaskan,5,0,2.24.18.80,2024-09-24 21:55:19,,Positif
NiMadeAnisa Putri28,bagus,5,0,2.24.13.77,2024-09-24 21:53:55,,Positif
Muh Sigit,sayangt bagus,4,0,2.24.18.80,2024-09-24 21:53:38,,Positif
Beni Heryanto,mucul love nya udah update gmn,5,0,2.24.18.80,2024-09-24 21:44:53,,Positif
nafasa kids,engga login tolol udah aplikasi resmi donlot utah ratusan kali tetep gak dasar developer tolol,1,0,2.24.18.80,2024-09-24 21:43:49,,Negatif
Ni sarti,jios,5,0,2.24.13.77,2024-09-24 21:43:31,,Positif
Frasisiskus Trisance,knapa nmr ku spam,5,0,2.24.18.80,2024-09-24 21:42:49,,Positif
Akri Cikabu,sangar bermanfaat,5,0,,2024-09-24 21:42:14,,Positif
Albertina Ngara,akun watshapp spam berkali kali watshapp,1,0,2.24.18.80,2024-09-24 21:40:43,,Negatif
Ipzal Tunny,terimakasih wa kemudahan kenyamanan berinteraksi orang,5,0,2.24.18.80,2024-09-24 21:38:09,,Positif
much satria,sukaaa bangetttt,5,0,2.24.18.80,2024-09-24 21:37:24,,Positif
Irwan Irdi,membantu,5,0,2.24.18.80,2024-09-24 21:34:34,,Positif
Dplus Cell,halmah,5,0,2.20.47,2024-09-24 21:33:32,,Positif
SHRY FF,taekk akun ban,1,0,2.24.18.80,2024-09-24 21:32:16,,Negatif
Leo Senars,leosenar,1,0,2.24.13.77,2024-09-24 21:27:26,,Negatif
Meliani Enta,good,5,0,2.24.13.77,2024-09-24 21:24:32,,Positif
Ilin Yunus,bgus,5,0,2.24.18.80,2024-09-24 21:20:11,,Positif
adian Giansyah,baguus,5,0,2.24.18.80,2024-09-24 21:19:19,,Positif
Anak Laut,bagus fitur memblokir panggilan pesan no kenal gak munculÂ²,4,0,2.24.18.80,2024-09-24 21:17:25,,Positif
Zlatan Silo,chat langsung banned,1,0,2.24.18.80,2024-09-24 21:14:53,,Negatif
Dewilestari Lestari,kuranng pas,1,0,2.24.18.80,2024-09-24 21:13:37,,Negatif
Newbie-Chandra Andikaa,wa memudahkan aktifitas,5,1,2.24.7.81,2024-09-24 21:12:30,,Positif
Lukisan Alam,updat update mb,1,0,2.24.13.77,2024-09-24 20:58:05,,Negatif
Lurah Barongan,bagus,5,0,,2024-09-24 20:49:55,,Positif
Ariff Alamsyah,kacau,1,0,,2024-09-24 20:47:01,,Negatif
Lugiono,kasih bintang,5,0,2.24.13.77,2024-09-24 20:44:42,,Positif
jamaat aceh,mantap,5,0,,2024-09-24 20:43:11,,Positif
Hincer Nian,mantap,2,0,2.24.18.80,2024-09-24 20:41:59,,Negatif
Tarsidi Rusmana,click download link from internet berbasis web menyediakan jenis pembersih mengembalikan data alat komunikasi handphone android silahkan hubungi,1,0,2.24.18.80,2024-09-24 20:37:07,,Negatif
Persinas Asad,ok,5,0,2.24.7.81,2024-09-24 20:36:01,,Positif
Muhammad Muslim,merlinn,1,0,,2024-09-24 20:34:33,,Negatif
Azril 123,whatsapp eror kali kena spam,5,0,2.24.18.80,2024-09-24 20:29:01,,Positif
Mika Putri,olah raga,2,0,,2024-09-24 20:24:49,,Negatif
Sinar Cel,bagus,5,0,2.24.13.77,2024-09-24 20:21:32,,Positif
Faris 2002,tolong whatsapp knp a nomor blokir kena spam terusan pahal gk namnya ngirim video aneh aneh ngirim gaak apk whatsapp skrng suram gjls bener tolong pulihkan akun whatsapp data,1,0,2.24.18.80,2024-09-24 20:20:38,,Negatif
Andi Setiawan,watt app,2,0,2.24.13.77,2024-09-24 20:19:18,,Negatif
Raka Diska,aplikasi bagus membantu berkomunikasi ğŸ‘ğŸ‘,5,0,2.24.13.77,2024-09-24 20:16:58,,Positif
Eza Ajh,baguss,5,0,2.24.18.80,2024-09-24 20:15:48,,Positif
Ayam Jagoo,sungguh terimakasih nya whatsap kominkasi sy lancar mudah,1,0,2.24.18.80,2024-09-24 20:09:01,,Negatif
Soleha 23,memperbaharui washaf,1,0,2.24.13.77,2024-09-24 20:07:32,,Negatif
Aji & Camello,boniah pons,5,0,2.24.18.80,2024-09-24 20:00:17,,Positif
Zeyga Arianja,cekcok inti nya whatsapp bess,5,0,2.24.16.76,2024-09-24 19:54:38,,Positif
Dayat Rahmaaa,bagua,4,0,2.24.13.77,2024-09-24 19:53:55,,Positif
Dewa Dewi,opsional,5,0,,2024-09-24 19:50:33,,Positif
HARTO GUNARI,i tal versi resmitapi melogi akun,5,0,2.24.18.80,2024-09-24 19:48:27,,Positif
Mulyan Sawaludin,semoga terima peroses,5,0,2.24.18.80,2024-09-24 19:46:44,,Positif
Oga aini,lumayan bgus,5,0,2.24.18.80,2024-09-24 19:46:31,,Positif
E.rohana Bah endut,rohana cisitu rt rw o citatah cipatat bandung barat,5,0,2.24.11.79,2024-09-24 19:44:09,,Positif
Andi Kalipancur,ok,5,0,2.22.24.78,2024-09-24 19:43:56,,Positif
Purnoto 68,wa tdk ponsel xiomi note c,4,0,2.24.18.80,2024-09-24 19:41:30,,Positif
Arshka Willy,instalasi,2,0,2.24.17.79,2024-09-24 19:37:48,,Negatif
Rati Mauza,seruu bangett whatsapp mksih yah ğŸ˜ğŸ˜ğŸ˜,5,0,2.24.18.80,2024-09-24 19:34:06,,Positif
Hari Elsa,tampilan,5,0,2.24.18.80,2024-09-24 19:33:23,,Positif
Bg Abdul,komunikasi mudah aman,5,0,2.24.18.80,2024-09-24 19:32:32,,Positif
Ahmad Ishak,layanan memuaskan,5,0,2.24.13.77,2024-09-24 19:30:48,,Positif
Hayfa Nurhasanah,memudahkan berkomunikasi,5,0,,2024-09-24 19:26:41,,Positif
wahyu Tato123,thankyou,5,0,2.24.18.80,2024-09-24 19:19:19,,Positif
Taufik Hidayat,topik,2,0,2.24.18.80,2024-09-24 19:14:22,,Negatif
Muzhaki Almisbah21,bagus,5,0,2.24.18.80,2024-09-24 19:13:11,,Positif
Daniel Vegas,whatsapp says bermasalah nomor nya,5,0,2.24.18.80,2024-09-24 19:07:52,,Positif
Fatihah Caca,semenjak wa perbarui update aja data yg ilang ga tolong bikin arsipsejenis penyimpanan chat gitu biar refresh ulang sayang chatbya ilang,3,0,2.24.18.80,2024-09-24 19:06:25,,Netral
Rasmi Rasmi,badai,5,0,,2024-09-24 19:05:37,,Positif
Amir Jabar,ok,5,0,2.24.9.78,2024-09-24 19:05:12,,Positif
Mia Sari,,4,0,,2024-09-24 19:01:10,,Positif
Haka Kopa,keren,3,0,2.24.18.80,2024-09-24 18:59:31,,Netral
Argado Bkl,mantap,5,0,2.24.18.80,2024-09-24 18:53:01,,Positif
Nur Hamdah,nyman,5,0,,2024-09-24 18:48:06,,Positif
Sofwa Alivia,media pecah ya iihat karna ssya video ya upgrade ğŸ˜ƒâœŒ,5,0,2.24.18.80,2024-09-24 18:47:59,,Positif
Vita Sari,,2,0,,2024-09-24 18:45:51,,Negatif
Ridho Eni,sladi tubokarto pracimantoro wonogiri,1,0,,2024-09-24 18:44:05,,Negatif
Agus Simatupang,jelek,1,0,2.24.18.80,2024-09-24 18:43:21,,Negatif
darma apriyadi,status berurutan nya susah update status,3,0,2.24.18.80,2024-09-24 18:39:33,,Netral
Budi Susanto,ok bagus,5,0,,2024-09-24 18:34:28,,Positif
Raden Aden,keren,5,0,2.24.17.79,2024-09-24 18:33:20,,Positif
Destia Mutiara,komunikasi kelurga,5,0,2.24.18.80,2024-09-24 18:32:02,,Positif
Ferry Ferdiansyah,kirim foto gak berurutan yapadahal memilih foto berurutan,2,0,2.24.18.80,2024-09-24 18:28:07,,Negatif
Keyen Keyen,goooooof,5,0,2.24.18.80,2024-09-24 18:26:10,,Positif
MD NEW,ok,1,0,2.24.17.79,2024-09-24 18:24:24,,Negatif
Kadek Mahattma,aplikasi terbaik,5,0,2.24.18.80,2024-09-24 18:24:06,,Positif
Bambang Harianto,puas,2,0,2.24.18.80,2024-09-24 18:23:16,,Negatif
Bagus Pangestu,lemot pas konek whatsapp web menghambat pekerjaan,2,0,2.24.18.80,2024-09-24 18:23:14,,Negatif
Cilor gendut,maaf ko akun whatsapp ga masuk ganti hp,5,0,2.24.17.79,2024-09-24 18:20:43,,Positif
Elsa Pratika Pertiwi,update update sulit mengirim video teman status,1,0,2.24.18.80,2024-09-24 18:19:46,,Negatif
Hagimaru Tag,,3,0,2.24.18.80,2024-09-24 18:17:31,,Netral
aji aji,tolong diperbaiki layanan nya,4,0,,2024-09-24 18:12:56,,Positif
Alfa Rizki,bagus banget,5,0,2.24.18.80,2024-09-24 18:12:37,,Positif
Bambang Wisnu,matap,5,0,,2024-09-24 18:12:29,,Positif
Ahmad Ghode.81,keren banget,5,0,2.24.18.80,2024-09-24 18:12:26,,Positif
moch.bimantara,good,5,0,,2024-09-24 18:11:36,,Positif
Isna Wati,tolong whatsapp tindak lanjuti whatsapp kenak tipu takut salah orang mohon whatsapp bantu,5,0,2.24.18.80,2024-09-24 18:07:25,,Positif
Rogo warsito,,5,0,,2024-09-24 18:07:12,,Positif
Zall Pari,ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘,5,0,,2024-09-24 18:01:34,,Positif
lani lani,sajağŸ˜Š,5,0,2.24.13.77,2024-09-24 18:00:28,,Positif
Rafly Rafly,,4,0,2.24.18.80,2024-09-24 17:58:56,,Positif
Yuyun Jelek,call mcm hidup mati hidup mati sdh mati call nya mcm nda sdh hidup mati hidup mati baiki plass,1,0,2.24.18.80,2024-09-24 17:56:38,,Negatif
Syahrudin Amir,bagus,5,0,2.24.18.80,2024-09-24 17:53:57,,Positif
Fatur Widia,bagus,5,0,,2024-09-24 17:49:34,,Positif
W NN,oposisi,5,0,2.24.18.80,2024-09-24 17:47:28,,Positif
Muhamad Rapi,ok,5,0,2.24.18.80,2024-09-24 17:46:32,,Positif
Bismillah Berkah,wa nggak buka ya,5,0,2.24.18.80,2024-09-24 17:45:26,,Positif
Efendi Askar,tolong blokir watshap sya,5,0,2.24.18.80,2024-09-24 17:44:29,,Positif
Fajaruddin Fajar,membantu,5,0,2.24.18.80,2024-09-24 17:42:07,,Positif
Anisa Amalia,ko fitur yaaa ngelove story orang,2,0,2.24.18.80,2024-09-24 17:40:06,,Negatif
Hi Lenovo,tolong whatsapp knp akun tibaÂ² dianggap spam apapun tolong dipulih,1,0,2.24.18.80,2024-09-24 17:37:54,,Negatif
Amer Goming,kali instal peripikasi no telpon slalu muncul whatsapp resmi sy dwonload play store butuh solusi permasalahan,5,0,2.24.18.80,2024-09-24 17:37:25,,Positif
Jetezu TV,good,5,0,,2024-09-24 17:37:20,,Positif
Kiana Khalisa,kena spam terussss,2,0,2.24.18.80,2024-09-24 17:37:09,,Negatif
Rieska Novia,updatean benerbener memakan ruang penyimpanan,1,4,2.24.16.76,2024-09-24 17:37:05,,Negatif
Ebhie Pixel6a,verifikasi sms nomer mencobanya sejam sulit memaksa telegram,1,0,2.24.18.80,2024-09-24 17:32:43,,Negatif
Pandu Dwinarsa,inisialisasi susah udah verifikasi by sms,1,0,2.24.18.80,2024-09-24 17:32:36,,Negatif
Surya Prima,mantap,5,0,2.24.18.80,2024-09-24 17:31:56,,Positif
Muchamad Syifa,pesan bintang,5,0,2.24.18.80,2024-09-24 17:29:45,,Positif
Muhammad Ramdani,whatsapp membantu berkominikasi orang lainsaya sanggat suka whatsapp membantu banget teirmakasi whatsapp,5,0,2.24.13.77,2024-09-24 17:27:11,,Positif
Afif Luthfi,wanya ngebug telponan telpon masuk orang ngebug notifnya,1,0,2.24.18.80,2024-09-24 17:27:09,,Negatif
Sarah Gemini,udah no spam whatsapp sya tinjauan tolak ğŸ˜ğŸ˜ğŸ˜ğŸ˜ kecewa whatsapp,1,0,,2024-09-24 17:26:02,,Negatif
Regi Sans,teruntuk developer whatsapp kecewa whatsapp akun whatsapp terkena spam spam apapun dimohon akun whatsapp aman spam terimakasih,1,0,2.24.18.80,2024-09-24 17:24:45,,Negatif
Nana Suryana,heran tibaÂ² login a susa bener parah,1,0,2.24.18.80,2024-09-24 17:21:05,,Negatif
Komalasari Sari,blok wa,5,0,2.24.18.80,2024-09-24 17:20:15,,Positif
Bunga Husna,oke,5,0,2.24.18.80,2024-09-24 17:19:29,,Positif
